Award ID,Terminated Award Numbers,Current Status,Detailed Status,Grant Title,Grant Description,Estimated Funds Promised,Funds Obligated Before Disruption,Funds Spent Before Disruption,Funds Remaining Before Disruption,Earliest Disruption,Disruption Indicators,Latest Restoration,Restoration Indicator,Project Start Date,Project End Date (Original),Division,Assistance Listing Code,Assistance Listing Title,Funding Opportunity Code,Grantee Organization,Grantee State,Grantee City,Grantee Congressional District,Grantee Organization Type,TAGGS,USAspending
NH25PS005164,N/A,Restored,Reinstated (confirmed),Strengthening STD Prevention and Control for Health Departments (STD PCHD),"STRENGTHENING STD PREVENTION AND CONTROL FOR HEALTH DEPARTMENTS (STD PCHD) - THE COLORADO STI/HIV/VH BRANCH HAS INTEGRATED STI AND HIV INTERVENTIONS AND SERVICES SINCE THE BEGINNING OF THE HIV EPIDEMIC AND OPERATES USING A WELL-DESIGNED PUBLIC HEALTH MODEL TO PREVENT STIS AND THEIR MORBIDITY. COLORADO’S MODEL INCLUDES EVIDENCE-BASED STRATEGIES AND INTERVENTIONS AT THREE LEVELS: UNIVERSAL (FOR THE GENERAL POPULATION), SELECTIVE (FOR GROUPS AT HIGHER THAN AVERAGE RISK), AND INDICATED (FOR INDIVIDUAL PEOPLE WITH ENHANCED RISK FACTORS AND EXPERIENCING HEALTH DISPARITIES). IN ADDITION, COLORADO’S MODEL EMPLOYS VARIED BEHAVIORAL THEORIES AND INTERVENTIONS THAT ARE CUSTOMIZED AND TARGETED TO OUR HIGH-RISK POPULATIONS FOR EFFECTIVE AND CULTURALLY COMPETENT HEALTH PROMOTION AND DISEASE PREVENTION PROGRAMMING.  STI PROGRAMS ARE THE FRONT LINE OF DEFENSE AGAINST INCREASED TRANSMISSION OF STIS, AND AS SUCH, MUST EVALUATE, MONITOR AND ROUTINELY EXAMINE DATA TO ASSESS WHETHER CHANGES IN BURDEN IN A GIVEN TIME. OUR BRANCH IS GIVING CAREFUL STRATEGIC PLANNING TO ENSURE THAT WE HAVE AN APPROPRIATE AND COMPETENT WORKFORCE, ARE FULLY LEVERAGING AND SPENDING OUR FISCAL RESOURCES, ARE IMPLEMENTING HIGH IMPACT BASELINE AND INNOVATIVE INTERVENTIONS TO ADDRESS THE EPIDEMIC. OUR BRANCH IS ALSO MAKING STRIDES TO INFORM, EDUCATE AND MOBILIZE COMMUNITY PARTNERSHIPS. RECENTLY BRANCH STAFF ACCOMPLISHED THE TASK OF MODERNIZING OUR STI/HIV STATUES AND WILL CONTINUE TO DEVELOP, ENACT, REVISE, AND ENFORCE POLICIES AS WELL AS BOARD OF HEALTH RULES AND LAWS THAT SUPPORT OUR MISSION. FINALLY, WE ARE SHARING DATA, RESULTS AND LESSONS LEARNED WITH OTHER PROGRAMS, KEY STAKEHOLDERS AND COMMUNITIES TO BUILD THE KNOWLEDGE AND EVIDENCE BASE RELATED TO STI PREVENTION, CONTROL AND RESPONSE. THE ABOVE IS DESCRIPTIVE OF THE TEN ESSENTIAL PUBLIC HEALTH SERVICES THAT PROVIDE THE KEY INFRASTRUCTURE TO KEEP OUR COMMUNITIES SAFE AND HEALTHY. BETWEEN 2012 AND 2017, THE RATE OF THREE KEY BACTERIAL STIS HAS INCREASED DRAMATICALLY IN COLORADO: CHLAMYDIA (CT) BY 24% TO A RATE OF 476.8*, PRIMARY AND SECONDARY SYPHILIS (PS) BY 42% TO A RATE OF 5.2*, AND GONORRHEA (GC) BY 200% TO RATE OF 150.6*. THE INCIDENCE OF CT, GC AND SYPHILIS CONTINUE TO SERVE AS INDICATORS FOR IDENTIFYING PERSONS AND POPULATIONS AT INCREASED RISK FOR ACQUIRING HIV. GEO-CODING REPORTED CASES OF STIS WITH INCOME AND RACE DATA FROM THE 2010 CENSUS CONFIRMS THE IMPACT THE SOCIAL DETERMINANTS OF HEALTH HAVE HAD ON THESE COMMUNITIES. WITH THIS DATA, THE BRANCH WILL CONTINUE TO IMPROVE ON OUR DELIVERY OF TARGETED PREVENTION ACTIVITIES THAT INCLUDE, ENHANCED SURVEILLANCE, PRIORITIZED INVESTIGATIONS, INCREASED ACCESS TO STI HEALTH CARE SERVICES, EVALUATION, TRAINING AND CAPACITY BUILDING, IMPROVED INFORMATION TECHNOLOGY AND PROMOTION OF STI PREVENTION INFORMATION AND DEVELOPMENT OF POLICIES THAT ENHANCE STI PREVENTION DURING 2019 AND CONTINUING THROUGH THE 5-YEAR PERIOD OF THIS FUNDING OPPORTUNITY, THE BRANCH WILL: EXPAND UPON COUNTY SELECTED PROJECTS TO INCREASE THE AVAILABILITY OF SCREENING, DIAGNOSIS AND TREATMENT SERVICES IN THE COMMUNITIES WITH THE HIGHEST DISEASE MORBIDITY AND ENSURE THAT THE DISTRIBUTION OF FUNDING FOR INDICATED INTERVENTIONS IS CONSISTENT WITH EPIDEMIOLOGIC DATA IN TERMS OF GEOGRAPHY, RISK GROUP, RACE/ETHNICITY, AGE, AND GENDER. IN ADDITION, CDPHE WILL PARTNER WITH LOCAL PUBLIC HEALTH DEPARTMENTS, LOCAL HEALTH AGENCIES, COMMUNITY BASED ORGANIZATIONS, STD CLINICS, FAMILY PLANNING CLINICS, TITLE X CLINICS AND OTHER MEDICAL PROVIDERS TO CONTINUE TO CREATE OPPORTUNITIES FOR THE FULL GROUP OF STAKEHOLDERS TO COME TOGETHER FOR A FRANK APPRAISAL OF WHAT HAS BEEN ACCOMPLISHED, WHAT REMAINS TO BE DONE, AND HOW WE CAN COME TOGETHER TO DO AND PROMOTE POLICY FOR WHAT IS BEST FOR ALL OF COLORADO.",20098982,18694286,14566756.61,5532225.390000001,2026-02-11,News article,2026-02-13,IL v. Vought,2019-01-01,2027-02-28,"National Center for HIV, Viral Hepatitis, STD, and TB Prevention",93.977,SEXUALLY TRANSMITTED DISEASES (STD) PREVENTION AND CONTROL GRANTS,CDC-RFA-PS19-1901,COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,CO,DENVER,CO-01,Health Department,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NH25PS005164&arg_ProgOfficeCode=143,https://www.usaspending.gov/award/ASST_NON_NH25PS005164_075/
NH25PS005210,N/A,Restored,Reinstated (confirmed),Community-Based Approaches to Reducing Sexually Transmitted Diseases (CARS),"COMMUNITY-BASED APPROACHES TO REDUCING SEXUALLY TRANSMITTED DISEASES (CARS) - SAN FRANCISCO COMMUNITY HEALTH CENTER (SFCHC) - A COMMUNITY-CENTERED FEDERALLY QUALIFIED HEALTH CENTER (FQHC) WITH ROBUST PEER OUTREACH, STD TESTING AND TREATMENT, AND MEDICAL AND BEHAVIORAL HEALTH SERVICES - REQUESTS FUNDING THROUGH THE CDC CARS PROGRAM TO IMPLEMENT TRANSHOPE (TRANSGENDER HEALTH OUTREACH, PROMOTION, AND ENGAGEMENT) - AN INNOVATIVE, PEER-BASED INITIATIVE THAT WILL IDENTIFY NEW APPROACHES TO BUILDING COMMUNITY, SUPPORTING HEALTH AND WELLNESS, AND DECREASING DISPARITIES IN SEXUALLY TRANSMITTED DISEASES (STDS) AMONG YOUNG TRANSGENDER WOMEN AGES 18-34 LIVING IN SAN FRANCISCO, CALIFORNIA. OUR PROGRAM WILL TRAIN AND EMPOWER A DIVERSE 8-MEMBER COMMUNITY ADVISORY BOARD COMPRISED EXCLUSIVELY OF YOUNG TRANS WOMEN WHO REPRESENT THE FULL SPECTRUM OF LOCAL YOUNG TRANS WOMEN SUBGROUPS DISPROPORTIONATELY AFFECTED BY STDS IN OUR REGION. IN PROGRAM YEAR 1, THE CAB WILL CONDUCT A WIDE-RANGING COMMUNITY NEEDS ASSESSMENT AND COLLABORATIVE PLANNING PROCESS TO IDENTIFY AND PRIORITIZE KEY SOCIAL DETERMINANTS OF HEALTH IMPACTING TRANS STD RATES AND TO DEVELOP INNOVATIVE APPROACHES AND STRATEGIES TO ADDRESS THESE ISSUES WHICH WILL BE IMPLEMENTED IN PROGRAM YEARS 2 AND 3. THE PROCESS WILL INCLUDE THE ENGAGEMENT OF A WIDE RANGE OF PUBLIC AND PRIVATE SECTOR PARTNERS TO ASSIST IN IDENTIFYING NEEDS AND DEVELOPING NEW, CONSUMER-FOCUSED STRATEGIES TO INCREASE COMMUNICATION AND INTERACTION, ENHANCE MUTUAL SUPPORT AND ENGAGEMENT, AND REDUCE STD RATES AND DISPARITIES AMONG YOUNG TRANS WOMEN IN SAN FRANCISCO. KEY FIRST YEAR OBJECTIVES OF THE PROJECT INCLUDE: A) CONDUCTING A WIDE-RANGING COMMUNITY NEEDS ASSESSMENT PROCESS THAT DRAWS UPON MULTIPLE SOURCES TO IDENTIFY DISPARITIES AND PRIORITIZE SOCIAL DETERMINANTS OF HEALTH (SDOH) WITHIN THE POPULATION OF FOCUS; B) DESIGNING A COMPREHENSIVE EVALUATION AND PERFORMANCE MEASUREMENT PLAN FOR THE INITIATIVE THAT INCLUDES A REVISED LOGIC MODEL, TIME-PHASED PROJECT OBJECTIVES, OUTCOMES, INDICATORS, AND DELIVERABLES, AND PROJECT-SPECIFIC DATA ENTRY, COLLECTION, ANALYSIS, AND REPORTING PROCEDURES; AND C) PRODUCING A COMPREHENSIVE PROGRAM PLAN TO REDUCE DISPARITIES AND ADDRESS SODH WITHIN THE POPULATION OF FOCUS, INCLUDING OUTREACH STRATEGIES, SMART OBJECTIVES AND DELIVERABLES, COMMUNICATION STRATEGIES, AND UTILIZATION OF MULTI-SECTORAL PARTNERSHIPS TO REDUCE HIV, STDS, AND HEPATITIS WHILE BUILDING NEW MODELS TO SUPPORT COMMUNITY WELLNESS. THE PROGRAM WILL BE OVERSEEN BY A FULL-TIME PROJECT MANAGER WHO WILL BE A TRANSGENDER WOMAN WITH EXTENSIVE KNOWLEDGE OF THE SF TRANS COMMUNITY; LIVED EXPERIENCE OF ECONOMIC HARDSHIP, DISCRIMINATION, AND MARGINALIZATION; AND DEMONSTRATED PROJECT MANAGEMENT AND GROUP LEADERSHIP EXPERIENCE AND SKILLS. THE MANGER WILL OVERSEE ALL DAY-TO-DAY ASPECTS OF THE TRANSHOPE INITIATIVE, INCLUDING RECRUITMENT AND TRAINING OF CAB MEMBERS; DEVELOPMENT OF INDIVIDUAL CAB MEMBER AGREEMENTS; PLANNING AND CO-FACILITATION OF CAB MEETINGS AND RETREATS; AND DEVELOPMENT AND MAINTENANCE OF A MASTER PROJECT CALENDAR THAT INCLUDES SPECIFIC TARGETS, MILESTONES, AND DELIVERABLES FOR THE FIRST PROJECT YEAR. THE MANAGER WILL BE ASSISTED BY A 10%-TIME PROJECT DIRECTOR WHO WILL PROVIDE GENERAL OVERSIGHT AND SUPERVISION FOR THE PROJECT MANAGER WHILE SERVING AS THE KEY POINT OF CONTACT FOR THE CDC. NEEDS ASSESSMENT AND EVALUATION SUPPORT WILL BE PROVIDED BY HTA CONSULTING, WHICH WILL PROVIDE SUPPORT IN CONDUCTING INITIAL FOCUS GROUPS AND KEY INFORMANT INTERVIEW AND IN DEVELOPING PROJECT DATA COLLECTION, REPORTING, AND ANALYSIS PROCESSES.",936000,936000,698943,237057,2026-02-11,News article,2026-02-13,IL v. Vought,2023-09-30,2026-09-29,"National Center for HIV, Viral Hepatitis, STD, and TB Prevention",93.977,SEXUALLY TRANSMITTED DISEASES (STD) PREVENTION AND CONTROL GRANTS,CDC-RFA-PS23-2306,"ASIAN AND PACIFIC ISLANDER WELLNESS CENTER, INC.",CA,SAN FRANCISCO,CA-11,Other Health Organization,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NH25PS005210&arg_ProgOfficeCode=143,https://www.usaspending.gov/award/ASST_NON_NH25PS005210_075/
NH25PS005212,N/A,Restored,Reinstated (confirmed),Community-Based Approaches to Reducing STDs (CARS),"COMMUNITY-BASED APPROACHES TO REDUCING STDS (CARS) - SINCE 1969, ALTAMED HAS ADDRESSED THE NEEDS OF MEDICALLY DISENFRANCHISED LATINX IN EAST LOS ANGELES. ALTAMED HAS GROWN TO BECOME THE LARGEST FEDERALLY QUALIFIED HEALTH CENTER IN CALIFORNIA SERVING OVER 245,000 PATIENTS EACH YEAR AND A PROMINENT AND PREFERRED HIV SERVICES PROVIDER TARGETING LATINX MSM. ALTAMED OFFERS A FULL CONTINUUM OF INTEGRATED HIV PREVENTION AND CARE SERVICES AND IS A CURRENT AWARDEE OF CDC’S HIGH-IMPACT HIV PREVENTION (HIP) PROGRAMS, PS22-2203 TARGETING YOUNG MSM OF COLOR AND THEIR PARTNERS AND PS21-2102 COMPREHENSIVE HIP FOR CBOS, BOTH FOCUSING ON LATINX MSM IN LOS ANGELES COUNTY, THE POPULATION EXPERIENCING THE HIGHEST LOCAL DISEASE BURDEN. IN PARTICULAR, ALTAMED’S HAS BEEN LEVELING TAILORED HIP OUTREACH AND ENGAGEMENT STRATEGIES WITHIN ETHNIC, SOCIAL, AND OTHER SUB- OR AFFINITY GROUPS WITHIN THE YOUNG LATINX MSM COMMUNITY 13-29 YEARS OF AGE: (1) BEAR/ CUB SUBCULTURE; (2) TEA PARTY COMMUNITY; (3) DRAG QUEEN SUBCULTURE; (4) UNHOUSED/ UNSTABLY HOUSED; (5) INDIGENOUS PEOPLE OF OAXACA, MEXICO; (6) CENTRAL AMERICAN/ EL SALVADOR IMMIGRANT COMMUNITY; AND (7) QUEER, LATINX PUNK ROCK SCENE.   PROPOSED PS23-2306 ACTIVITIES WILL AMPLIFY THIS STRATEGY AND CONTINUE SPECIFIC TARGETING WITHIN LATINX MSM SUBCOMMUNITIES IN ORDER TO ALSO REDUCE STD DISPARITIES AND PROMOTE GENERAL PERSONAL HEALTH, ADVANCE COMMUNITY HEALTH, AND IMPROVE PERSONAL BEHAVIOR AND PRACTICES AMONG A POPULATION IDENTIFIED AS A PRIORITY IN THE LOS ANGELES COUNTY INTEGRATED HIV PREVENTION AND CARE PLAN 2022-2026. ALTAMED WILL FURTHER EMPOWER LEADERS AND INFLUENCERS WITHIN THESE LATINX MSM SUBGROUPS TO SHAPE COMMUNITY-ENGAGED AND -DESIGNED STD INTERVENTION STRATEGIES THAT WILL ADDRESS SOCIAL DETERMINANTS OF HEALTH (SDOH) AND PROMOTE SEXUAL HEALTH. GOALS OF THE CARS PROGRAM INCLUDE: •	DECREASE RISKY SEXUAL BEHAVIOR AMONG DISPROPORTIONATELY AFFECTED GROUPS;   •	DECREASE STD DISPARITIES AMONG DISPROPORTIONATELY AFFECTED GROUPS; •	INCREASE QUALITY AND ACCESSIBILITY TO STD PREVENTION SERVICES; AND •	DECREASE EFFECT OF SOCIAL ISSUES RELATED TO STD TRANSMISSION. TOWARDS THESE ENDS, ALTAMED WILL ENGAGE ITS PRIORITY POPULATION-REFLECTIVE COMMUNITY ADVISORY BOARD (CAB) TO HELP DESIGN EXISTING EVIDENCE-BASED STRATEGIES TO BRIDGE STD DISPARITIES GAPS AND PROMOTE PERSONAL HEALTH, COMMUNITY WELLNESS, AND PERSONAL HEALTH BEHAVIOR AND PRACTICES IN LATINX MSM SUBPOPULATIONS. ACTIVITIES WILL BE CONDUCTED IN FIVE STRATEGY AREAS: (1) COMMUNITY ENGAGEMENT, (2) IDENTIFICATION & IMPLEMENTATION OF SYSTEMS & ENVIRONMENTAL STRATEGIES, (3) DEVELOPMENT OF MULTI-SECTORAL PARTNERSHIPS, (4) COMMUNICATION, AND (5) EVALUATION/ CONTINUOUS QUALITY IMPROVEMENT (CQI). EFFORTS ALSO WILL DEVELOP A ROADMAP FOR AND HELP ADVANCE INTERNAL CHANGES TO REDUCE STRUCTURAL OR SYSTEMS BARRIERS THAT HAVE HAMPERED FULL INTEGRATION AND ACCESS TO TIMELY STI/STD PREVENTION AND TESTING INTO ALTAMED’S COMMUNITY-BASED HIV PREVENTION PROGRAMMING.",936000,936000,588850,347150,2026-02-11,News article,2026-02-13,IL v. Vought,2023-09-30,2026-09-29,"National Center for HIV, Viral Hepatitis, STD, and TB Prevention",93.977,SEXUALLY TRANSMITTED DISEASES (STD) PREVENTION AND CONTROL GRANTS,CDC-RFA-PS23-2306,ALTAMED HEALTH SERVICES CORPORATION,CA,COMMERCE,CA-42,Other Health Organization,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NH25PS005212&arg_ProgOfficeCode=143,https://www.usaspending.gov/award/ASST_NON_NH25PS005212_075/
NH25PS005219,N/A,Restored,Reinstated (confirmed),Enhancing the City of Long Beach?s Sexual Health Clinic Infrastructure,ENHANCING THE CITY OF LONG BEACH?S SEXUAL HEALTH CLINIC INFRASTRUCTURE - ENHANCING THE CITY OF LONG BEACH’S SEXUAL HEALTH CLINIC INFRASTRUCTURE,697194,697194,93492.6,603701.4,2026-02-11,News article,2026-02-13,IL v. Vought,2023-09-30,2028-09-29,"National Center for HIV, Viral Hepatitis, STD, and TB Prevention",93.940,HIV PREVENTION ACTIVITIES HEALTH DEPARTMENT BASED,CDC-RFA-PS-23-0011,CITY OF LONG BEACH,CA,LONG BEACH,CA-42,Health Department,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NH25PS005219&arg_ProgOfficeCode=143,https://www.usaspending.gov/award/ASST_NON_NH25PS005219_075/
NH25PS005243,N/A,Restored,Reinstated (confirmed),"Project ExEl (Expand and Elevate), Cycle 2","PROJECT EXEL (EXPAND AND ELEVATE), CYCLE 2 - AS A RESULT OF HARD-FOUGHT ACCOMPLISHMENTS IN PREVENTION, CARE, AND TREATMENT SERVICES INFORMED BY A ROBUST HIV AND STI SURVEILLANCE SYSTEM, THERE IS INCREASING OPTIMISM THAT SAN FRANCISCO (SF) WILL BE THE FIRST CITY IN THE UNITED STATES TO ACHIEVE ITS GOAL TO ‘GET TO ZERO’ (GTZ): ZERO NEW HIV INFECTIONS; ZERO HIV DEATHS; AND ZERO HIV STIGMA. SF CITY CLINIC (SFCC), SF’S ONLY MUNICIPAL STI CLINIC, IS A CRITICAL ACCESS POINT FOR LOW-BARRIER, CONFIDENTIAL AND CULTURALLY SENSITIVE CLINICAL HIV PREVENTION SERVICES FOR POPULATIONS PRIORITIZED BY LOCAL AND NATIONAL EFFORTS TO REDUCE NEW HIV INFECTIONS, AND IS AN ESSENTIAL PLAYER IN SF’S GTZ EFFORTS.  IN 2020, WITH SUPPORT FROM PS20-2010 COMPONENT C, SFCC LAUNCHED CYCLE 1 OF PROJECT EXPAND AND ELEVATE (PROJECT EXEL). THROUGH PROJECT EXEL, SFCC LEVERAGED MANY OPPORTUNITIES TO INCREASE THE COMPLEXITY AND SCOPE OF ITS INTEGRATED HIV AND STI PREVENTION SERVICES. WHILE PROJECT EXEL ALLOWED SFCC TO STRENGTHEN ITS SYNDEMIC, PERSON-CENTERED, AND STATUS-NEUTRAL APPROACH TO CARE, THERE ARE ONGOING OPPORTUNITIES FOR IMPROVING SERVICES AND STRATEGIC PARTNERSHIPS TO ENHANCE THE DELIVERY OF HIGH-QUALITY, AFFIRMING, AND CULTURALLY AND LINGUISTICALLY RELEVANT SEXUAL HEALTH SERVICES ACCESSIBLE TO THOSE OF ALL RACIAL/ETHNIC, SEXUAL, AND GENDER IDENTITIES BOTH AT SFCC AND THROUGHOUT THE SF SYSTEM OF CARE, AND TO STRENGTHEN THE PARTNERSHIPS NEEDED TO ACHIEVE SF’S GTZ GOALS. WITH FUNDING FROM PS24-0003, SFCC WILL LAUNCH PROJECT EXEL CYCLE 2, USING TWO MAIN STRATEGIES: 1)STRENGTHENING CLINIC INFRASTRUCTURE AND IMPROVING SERVICE DELIVERY AND 2) FOSTERING ACTION-ORIENTED AND STRATEGIC PARTNERSHIPS WITH COMMUNITY PROVIDERS, COMMUNITY-BASED ORGANIZATIONS (CBOS), HEALTH DEPARTMENTS AND OTHER ENTITIES. PROJECT EXEL WILL ACCELERATE PROGRESS TOWARDS THE FOLLOWING LONG-TERM OUTCOMES: 1) INCREASED DELIVERY AND UPTAKE OF STIGMA-FREE, QUALITY COMPREHENSIVE SEXUAL HEALTH SERVICES 2) INCREASED VIRAL SUPPRESSION AMONG PERSONS WITH HIV 3) REDUCED NEW HIV AND STI INFECTIONS 4) REDUCED HIV AND STI DISPARITIES, INCLUDING RACIAL, ETHNIC, GENDER, AND SEXUAL ORIENTATION DISPARITIES PROJECT EXEL WILL BE LED BY PRINCIPAL INVESTIGATOR DR. STEPHANIE COHEN AND WILL DRAW ON SFDPH AND SFCC EXPERTISE IN USING CONTINUOUS QUALITY IMPROVEMENT (CQI) TO OPTIMIZE CLINIC WORKFLOWS AND ADDRESS HEALTH DISPARITIES; IMPLEMENTING INNOVATIONS IN BIOMEDICAL PREVENTION (HIV PREP, PEP, AND DOXY-PEP); AND ENSURING ACCESS TO RAPID ART INITIATION AND RE-INITIATION. IN ADDITION, THROUGH PROJECT EXEL CYCLE 2, SFDPH AND SFCC WILL STRENGTHEN PARTNERSHIPS WITH COMMUNITY-BASED ORGANIZATIONS, BUILD CAPACITY FOR THE DELIVERY OF SEXUAL HEALTH SERVICES IN PRIMARY CARE, PARTICIPATE IN LOCAL HIV PLANNING GROUPS, AND UNDERTAKE NEW AND INNOVATIVE APPROACHES TO MEANINGFULLY ENGAGE COMMUNITY AND INCORPORATE COMMUNITY FEEDBACK INTO PLANNING AND CQI WORK. THIS COLLABORATIVE WORK WILL FURTHER LOCAL AND NATIONAL CAPACITY TO DEVELOP SCALABLE BEST PRACTICES FOR HIGH IMPACT HIV AND STI PREVENTION.",1200000,1200000,728917,471083,2026-02-11,News article,2026-02-13,IL v. Vought,2024-08-01,2029-07-31,"National Center for HIV, Viral Hepatitis, STD, and TB Prevention",93.940,HIV PREVENTION ACTIVITIES HEALTH DEPARTMENT BASED,CDC-RFA-PS-24-0003,CITY & COUNTY OF SAN FRANCISCO,CA,SAN FRANCISCO,CA-11,Health Department,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NH25PS005243&arg_ProgOfficeCode=143,https://www.usaspending.gov/award/ASST_NON_NH25PS005243_075/
NH25PS005247,N/A,Restored,Reinstated (confirmed),Support and Scale Up of HIV Prevention in Sexual Health Clinics,"SUPPORT AND SCALE UP OF HIV PREVENTION IN SEXUAL HEALTH CLINICS - THE CHICAGO DEPARTMENT OF PUBLIC HEALTH (CDPH) REQUESTS FEDERAL FUNDING TO SUPPORT AND SCALE UP OF HIV PREVENTION SERVICES IN SEXUAL HEALTH CLINICS CDC-RFA-PS-24-0003.  THE FUNDS WILL BE USED TO PROVIDE THE HUMAN AND TECHNICAL RESOURCES NECESSARY FOR THE CONDUCTING REQUIRED BY FUNDER ACTIVITIES FOR THE CITY OF CHICAGO (CITY POPULATION: 2.83 MILLION), A MAJOR URBAN CENTER WITH A DIVERSE POPULATION IN THE MIDWESTERN UNITED STATES, AND A JURISDICTION OF HIGH HIV/STI MORBIDITY. THESE ACTIVITIES WILL BUILD UPON EXISTING ELECTRONIC INFORMATION SYSTEMS FOR THE COLLECTION, INTEGRATION, ANALYSIS, AND REPORTING OF DATA ACROSS CLINICS AND THE PROJECT AREA. PERSONNEL WILL WORK COLLABORATIVELY TO ENSURE THAT DATA ARE SHARED INTERNALLY AND WITH THE STATE AND COUNTY HEALTH DEPARTMENTS SO THAT DATA ARE TRANSLATED INTO BROAD PUBLIC HEALTH ACTION.    CDPH WILL PARTICIPATE IN THE FOLLOWING COLLABORATIVE ACTIVITIES:  •	IMPLEMENT AN ACTION PLAN TO ADDRESS GAPS IDENTIFIED BY A CLINIC INFRASTRUCTURE ASSESSMENT •	IMPLEMENT EVIDENCE-BASED OR EVIDENCE-INFORMED APPROACHES TO INCREASE CLINIC EFFICIENCY •	ASSESS PATIENTS’ CLINIC EXPERIENCE AND NEEDS •	ADOPT A WHOLE-PERSON APPROACH TO HIV PREVENTION AND CARE IN THE CLINIC •	FOSTER ACTION-ORIENTED AND STRATEGIC PARTNERSHIPS WITH COMMUNITY PROVIDERS, COMMUNITY-BASED ORGANIZATIONS, HEALTH DEPARTMENTS AND OTHER ENTITIES •	ACTIVELY PARTICIPATE IN EXISTING LOCAL HIV PLANNING ACTIVITIES •	BUILD ACTIVE AND MEANINGFUL ENGAGEMENTS WITH PRIORITY POPULATIONS AFFECTED BY HIV AND OTHER STIS  OVERALL OBJECTIVES ARE: 1) COLLECT, ANALYZE, INTERPRET, AND DISSEMINATE DATA; 2) PROVIDE THE HUMAN AND TECHNICAL RESOURCES NECESSARY TO ADDRESS GAPS IDENTIFIED AS PART OF THE A CLINIC INFRASTRUCTURE ASSESSMENT; 3) COLLABORATE WITH CDC AND OTHER SITES TO DEVELOP COMMON GUIDELINES FOR CDPH STI SPECIALTY CLINIC PROVIDERS; 4) PROVIDE THE HUMAN AND TECHNICAL RESOURCES TO ADOPT A WHOLE-PERSON APPROACH TO HIV PREVENTION AND CARE IN THE CLINIC;  5) ELECTRONICALLY TRANSMIT DATA FROM CDPH TO CDC ROUTINELY; 4) ESTABLISH MECHANISMS BY WHICH LOCAL DATA ARE SHARED WITH INTERNAL AND EXTERNAL STAKEHOLDERS; 5) PARTICIPATE IN WEBINARS AND MEETINGS BY REPORTING PRELIMINARY DATA AND THE STATUS OF ONGOING ACTIVITIES, AND WORKING WITH OTHER SITES TO DEVELOP OR REVISE COMMON ACTIVITY GUIDELINES; 6) FULFILL REPORTING REQUIREMENTS AS SPECIFIED IN THE GRANT.   DATA OBTAINED FROM THIS PROJECT WILL BE USED AT LOCAL, STATE AND FEDERAL LEVELS TO SUPPORT AND SCALE UP HIV PREVENTION SERVICES IN SEXUAL HEALTH CLINICS IN CHICAGO, IL AND NATIONALLY.",1200000,1200000,211360.68,988639.3200000001,2026-02-11,News article,2026-02-13,IL v. Vought,2024-08-01,2029-07-31,"National Center for HIV, Viral Hepatitis, STD, and TB Prevention",93.940,HIV PREVENTION ACTIVITIES HEALTH DEPARTMENT BASED,CDC-RFA-PS-24-0003,CHICAGO DEPARTMENT OF PUBLIC HEALTH,IL,CHICAGO,IL-07,Planning & Administrative Organizations,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NH25PS005247&arg_ProgOfficeCode=143,https://www.usaspending.gov/award/ASST_NON_NH25PS005247_075/
