Award ID,Activity Code,Most Recent FAIN,Most Recent Full Award Number,Current Status,Detailed Status,Grant Title,Grant Abstract,Public Health Relevance,Funds Obligated Before Disruption,Funds Spent Before Disruption,Funds Remaining Before Disruption,Earliest Disruption,Disruption Indicators,Latest Restoration,Restoration Indicator,Project Start Date,Project End Date (Original),Institute,Assistance Listing Code,Assistance Listing Title,Funding Opportunity Code,Funding Opportunity Title,Funding Opportunity Link,Spending Categories,Spending Categories Predicted by GW?,Grantee Organization,Grantee State,Grantee City,Grantee Congressional District,Grantee Organization Traits,Grantee Organization Type,RePORTER,TAGGS,USAspending
HS029005,R01,R01HS029005,5R01HS029005-04,Disrupted,Renewal overdue,The DECREASE SSI Trial (Decolonization to Reduce After-Surgery Events of Surgical Site Infection),"Abstract The DECREASE SSI Trial (Decolonization to Reduce After-Surgery Events of Surgical Site Infection)  Colon and small bowel surgery are high-volume, high-cost surgeries performed in over 675,000 patients in the United States each year. These surgeries carry one of the highest surgical site infection (SSI) rates, with estimates of 11-45%, or 2- to 3-fold higher than nationally reported rates, when comprehensive surveillance efforts are used, such as in clinical trials. Comprehensive tracking also uncovers a disproportionate amount of post-discharge incisional SSIs. These incisional SSIs are strongly tied to patient anxiety, stress, embarrassment, dissatisfaction, and lower quality of life scores.  Mounting evidence shows that social and economic disadvantage can adversely affect the risk of SSI, likely due to the differential ability to protect a fresh incision from infection after hospital discharge. The Decolonization to Reduce After-Surgery Events of Surgical Site Infection (DECREASE SSI) Trial will test the value of adding a post-operative intervention to current pre-operative and intra-operative prevention practices. The DECREASE SSI Trial is a multi-site pragmatic randomized controlled clinical trial comparing routine postdischarge wound care to a post-discharge decolonization regimen of chlorhexidine bathing and nasal iodophor to prevent SSI events in the 30 days following discharge for open colon and small bowel surgery. If successful, this trial will provide a simple prevention measure for the 675,000 persons who undergo non-laparoscopic surgery involving the small and large intestines each year.","Project Narrative The DECREASE SSI Trial (Decolonization to Reduce After-Surgery Events of Surgical Site Infection)  The DECREASE SSI Trial (Decolonization to Reduce After-Surgery Events of Surgical Site Infection) is a multi-center pragmatic randomized clinical trial to reduce post-discharge surgical site infection following open colon or small bowel surgery by comparing routine post-discharge wound care to chlorhexidine bathing plus nasal decolonization in the 30 days following discharge. This trial seeks to enhance the care of the 675,000 patients annually who undergo colon and small bowel surgery by finding simple and efficacious interventions to reduce SSI.",N/A,N/A,N/A,2025-07-31,N/A,2025-09-23,N/A,2022-08-01,2027-05-31,Agency for Healthcare Research and Quality,93.226,"RESEARCH ON HEALTHCARE COSTS, QUALITY AND OUTCOMES",PA-21-265,N/A,N/A,N/A,FALSE,UNIVERSITY OF CALIFORNIA-IRVINE,CA,IRVINE,CA-47,"Hispanic Serving, Land grant, Public, R1, Tribal/Native Serving",SCHOOLS OF MEDICINE,https://reporter.nih.gov/project-details/11093397,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R01HS029005&arg_ProgOfficeCode=7,https://www.usaspending.gov/award/ASST_NON_R01HS029005_075/
HS027906,K01,K01HS027906,5K01HS027906-04,Disrupted,Renewal overdue,Optimizing utilization of lay health workers to address maternal and child health disparities: A Comprehensive Evaluation of a clinically integrated Breastfeeding Peer Counseling Program,"Breastfeeding provides unique and profound maternal and infant health benefits. If 90% of US parentinfant dyads breastfed exclusively for the first six months and supplemented through 12 months, 2600 excess maternal deaths and 721 infant deaths could be averted each year. Despite these substantial health benefits conferred by breastfeeding, only 45% of US birth parents meet this 6-month goal, and parents of color and those in low income families face additional barriers to breastfeeding success, resulting in double the risk of infant morbidity and mortality. Clinically-integrated breastfeeding peer counseling (ci-BPC) has been shown to effectively promote racial and economic equity in breastfeeding outcomes. Despite the demonstrated effectiveness of ci-BPC, there remain critical knowledge gaps regarding program design and costs. Thus, the scientific objective of this K01 application is to evaluate the implementation of an effective ci-BPC program and determine the essential program activities, identify significant patient-level and contextual factors relevant to implementation, and determine the economic impact of ci-BPC for patients, health systems, and society. Closing these gaps in knowledge will support wider adoption of ci-BPC by providing a framework for implementation and evaluation. My central hypothesis is that ci-BPC counselling increases patient breastfeeding knowledge and social support, leading to increased empowerment and reduced stress, and that the improvements in breastfeeding rates conferred by ci-BPC will be associated with lower cost of healthcare utilization for infants in the first 6 months post-delivery. Specifically, I aim: (1) To determine the essential program activities of an effective hospital ci-BPC program, identify relevant contextual factors, and adapt the program to optimize breastfeeding outcomes for Black and Latinx patients; (2) To determine whether the adapted ci-BPC program is more effective at improving breastfeeding outcomes, attitude, knowledge, and support compared to standard prenatal care, and (3) To determine patient, program, healthcare, and societal costs for ci-BPC. This project will evaluate an innovative hospital-based ci-BPC program at NorthShore University HealthSystem that has demonstrated significant reduction in breastfeeding disparities. My intimate role with this ci-BPC program and my expertise in mixed-methods field-based and clinical research has equipped me with the skills to undertake such a project, but I need additional mentorship and training in implementation science, clinical intervention research, and healthcare economics. The training and research are significant because disparities in maternal and child health in the US are growing, and an evidence-basis is essential to replicate and scale up interventions that promote health equity. This innovative research will generate novel data regarding ci-BPC program design and economic impact of ci-BPC that will inform broader implementation of this intervention. This application is responsive to SEN NOT-HS-21-014: AHRQ Announces Interest in Health Services Research to Advance Health Equity.","Breastfeeding peer counseling (BPC) programs have proven effective at promoting social and economic equity in breastfeeding and reducing maternal and infant morbidity and mortality, but uptake of BPC programs in clinical settings (ci-BPC) has been limited. This study will fill a critical knowledge gap by evaluating the implementation of an effective ci-BPC program and determining essential program activities, relevant contextual factors, and patient, program, system, and societal costs that are pertinent to decision-makers considering the utilization of ci-BPC. The results of this study will provide critical information to enable the design, implementation, and uptake of ci-BPC to advance perinatal health equity.",N/A,N/A,N/A,2026-07-30,N/A,N/A,N/A,2022-06-01,2027-05-31,Agency for Healthcare Research and Quality,93.226,"RESEARCH ON HEALTHCARE COSTS, QUALITY AND OUTCOMES",PA-20-067,N/A,N/A,N/A,FALSE,ENDEAVOR HEALTH CLINICAL OPERATIONS,IL,EVANSTON,IL-09,N/A,Other Domestic Non-Profits,https://reporter.nih.gov/project-details/11085127,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=K01HS027906&arg_ProgOfficeCode=7,https://www.usaspending.gov/award/ASST_NON_K01HS027906_075/
HS029142,R01,R01HS029142,5R01HS029142-03,Disrupted,Renewal overdue,Development and Evaluation of an Instrument to Measure Shared Decision-Making in Pediatrics,"PROJECT SUMMARY  Shared decision-making (SDM) is an active process of clinician and patient interaction that is intended to produce a joint decision. Critical to the implementation of SDM and the evaluation of its effect on health outcomes is the availability of valid and reliable instruments to measure SDM. Though several instruments have been designed to measure the process of arriving at a shared decision in the clinical encounter, few have been deemed high quality and none have been specifically designed to measure the process of SDM in pediatrics. Furthermore, most instruments measure the SDM process from a singular perspective (e.g., patient self-report or observer) despite increasing recognition that clinician perspectives are also needed to accurately capture the dyadic interaction and inherently bidirectional process of SDM.  The primary goal of this project is to develop and evaluate a dyadic instrument to measure the process of SDM with parents of young children that includes both parent and clinician perspectives. We will anchor the development of this instrument to a 4-step process for implementing SDM in pediatrics that we developed and validated in preliminary work using a diverse set of decision-making scenarios across multiple pediatric disciplines and varied clinical settings. The first 3 steps of this process involve recognition of [>1] medically reasonable option (Step 1); clinician assessment of the medical benefit-burden ratios of options (Step 2); and parent expression of preferences regarding options (Step 3). Step 4 encourages a parent- or clinician-guided SDM based on Steps 1-3 that can be further modified based on the presence of other decisional features.  Our specific aims are to (1) develop a dyadic instrument for measuring the SDM process with parents of young children using a standard, iterative process that includes item generation, augmentation of the item pool, item reduction through expert review, and pretesting with parents and clinicians, with a sub-aim to develop an observer-coded version of the instrument to explore its correlation with the final dyadic instrument in Aim 3; (2) assess the [internal consistency], construct validity and reliability of the preliminary dyadic instrument in a controlled, simulated setting by conducting an online experiment in which [parent (N=600) and clinician (N=600) participants] complete our preliminary dyadic instrument after being randomized to view one of 4 different pairs of standardized video vignettes that portray a high-quality and low-quality SDM encounter of a unique decision in pediatrics; and (3) evaluate the construct validity and feasibility of the final dyadic instrument in the clinical setting by administering the instrument to parent and clinician participants after [problem-based encounters (N=127)] across a range of pediatric settings and specialties at two pediatric institutions, [with a sub-aim to develop a Spanish version of the final dyadic instrument.]  This R01 application will yield a valid and reliable instrument to feasibly measure the process of SDM with parents of young children and will enable follow-on evaluation of SDM on child health outcomes.","PROJECT NARRATIVE  Shared decision-making (SDM) ensures that clinical decisions without a single best choice incorporate and reflect patient preferences, thereby promoting patient empowerment, improving transparency, and increasing trust. There are no instruments specifically designed to measure the process of SDM in pediatrics, limiting the evaluation of SDM on health outcomes in this population. The overall goal of this project is to develop and evaluate an instrument to measure the process of SDM with parents of young children.",N/A,N/A,N/A,2026-07-30,N/A,N/A,N/A,2023-08-01,2028-05-31,Agency for Healthcare Research and Quality,93.226,"RESEARCH ON HEALTHCARE COSTS, QUALITY AND OUTCOMES",PA-18-795,N/A,N/A,N/A,FALSE,SEATTLE CHILDREN'S HOSPITAL,WA,SEATTLE,WA-07,N/A,Independent Hospitals,https://reporter.nih.gov/project-details/11087683,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R01HS029142&arg_ProgOfficeCode=7,https://www.usaspending.gov/award/ASST_NON_R01HS029142_075/
HS029473,R18,R18HS029473,5R18HS029473-03,Disrupted,Renewal overdue,Resilient Communication Systems: A Pediatric Patient Safety Learning Lab,"PROJECT SUMMARY/ABSTRACT Estimates suggest that nearly 1 in 10 hospitalized children may experience a safety or harm event, and communication breakdown is a leading contributor to patient safety and harm events. A 2010 study estimated that inefficient clinical communication cost US hospitals an estimated $12 billion annually in wasted clinician time and increased lengths of stay. The introduction of technologies such as smartphones and secure text messaging are transforming how, when, and what acute care clinicians communicate among each other. Developing an infrastructure to proactively evaluate these systems, and build their resilience, is critical. The goal of this project is to create a novel, nurse-led Pediatric Patient Safety Learning Lab with the objective of reengineering interprofessional (e.g., nurse-physician) communication work systems for pediatric acute care settings. The Learning Lab will consist of a multidisciplinary team of clinician-researchers, human factors engineers, human-centered design experts, and operational safety experts from Children's Hospital of Philadelphia and the University of Pennsylvania. We will also engage stakeholders, including bedside clinicians and families of hospitalized children, whose experience of care may be altered by changes to how clinicians communicate. We will use a systems engineering approach (Problem Analysis, Design, Development, Implement, and Evaluate) to proactively assess the interprofessional communication work system, processes, and outcomes, to identify opportunities for improvement before safety events occur. The Specific Aims of this project are to (1) Conduct a problem analysis of the interprofessional communication work system and work processes used in the care of hospitalized children; (2) Design and develop interventions to engineer a safer, more effective, and more resilient interprofessional communication work system; (3) Implement and evaluate the interventions in the clinical environment to gauge real-world impact. Our Learning Lab will be guided by two frameworks, the Systems Engineering Initiative for Patient Safety model and the Integrated Resilience Attributes Framework. The product of this Learning Lab will be a resilient system for interprofessional communication, one that can positively adapt in the face of anticipated and unanticipated changes and maintain the safety of care provided during the estimated 2.5 million pediatric hospitalizations each year.","PROJECT NARRATIVE Millions of children are hospitalized every year and many will experience unintended harm caused by a breakdown in communication between the multiple clinicians caring for them. This Pediatric Patient Safety Learning Laboratory will develop interventions that help clinicians, such as nurses and doctors, communicate more effectively. The findings from our Learning Laboratory will be relevant to all hospitalized children because communication between clinical teams is essential for safe, effective, and high quality care.",N/A,N/A,N/A,2026-07-30,N/A,N/A,N/A,2023-08-01,2027-05-31,Agency for Healthcare Research and Quality,93.226,"RESEARCH ON HEALTHCARE COSTS, QUALITY AND OUTCOMES",PA-21-266,N/A,N/A,N/A,FALSE,UNIVERSITY OF PENNSYLVANIA,PA,PHILADELPHIA,PA-03,"Private, R1",SCHOOLS OF NURSING,https://reporter.nih.gov/project-details/11087616,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R18HS029473&arg_ProgOfficeCode=7,https://www.usaspending.gov/award/ASST_NON_R18HS029473_075/
HS029489,R01,R01HS029489,5R01HS029489-03,Disrupted,Renewal overdue,A Randomized Controlled Trial of a Diagnostic Stewardship Intervention to Reduce Inappropriate Antibiotic Use for Urinary Tract Infections in Primary Care,"Abstract Urine culture is the most common microbiological test in the outpatient setting in the United States. Unfortunately, contamination during collection is prevalent and undermines test accuracy, leading to incorrect diagnosis, unnecessary treatment, wasted laboratory resources, and inflated costs. Unnecessary antibiotic treatment increases the risk of developing antimicrobial resistance, one of the most serious threats to patients and public health. We previously found that more than half of 1,265 urine cultures collected from women and men in two primary care clinics were contaminated. Prior trials that attempted to reduce urine contamination using patient education had mixed results. However, these prior studies did not include stakeholder engagement and were not preceded by pilot studies, a critical step in the process of intervention development. Until we have an effective intervention, contaminated samples will continue to give meaningless results, trigger undue antibiotic use, and inflate costs. The overarching goal of this project is to improve the accuracy of urinary diagnostic testing, thus furthering antibiotic stewardship in ambulatory care settings. We will create a novel patient education intervention that incorporates stakeholder input and addresses previously identified barriers to proper midstream clean-catch urine sample collection. Key barriers include competing nursing priorities, patient language barriers, poor health literacy, and reticence of nurses and medical assistants to discuss essential anatomic details. To address these barriers, our animated video and pictorial flyer in English and Spanish will provide step-by-step guidance for urine collection for women and men. The content and presentation of our intervention will be developed in collaboration with stakeholders central to this process: patients, nurses and medical assistants. The overall objective of the proposed project is to design and test a bilingual educational intervention to reduce urine contamination in a diverse patient population visiting safety net primary care clinics. In Aim 1 (intervention development), we will iteratively develop an educational intervention (instructional video and flyer) with input from a patient advisory board, nurses, and medical assistants. The video and flyer will provide step-by-step guidance to patients for collecting a urine sample. In Aim 2 (pilot study), we will assess and improve the intervention’s acceptability, appropriateness and feasibility using a mixed methods approach that includes a quantitative survey and qualitative interviews with stakeholders. In Aim 3 (randomized controlled trial), we will test the effectiveness of our patient education intervention at reducing urine contamination and antibiotic use associated with urine cultures. The proposed research is significant because it will develop an intervention to reduce contamination of urine cultures. The proposed research is innovative because it uses a stakeholder-centered approach. If successful, this intervention can be disseminated to other clinical settings in which urine culture contamination drives antibiotic overuse, including emergency departments and long-term care settings.","Narrative The proposed research is relevant to public health because reducing contaminated urine cultures will help reduce unnecessary antibiotic use, slow emergence of antimicrobial resistance, and preserve the effectiveness of antibiotics for current and future generations. Reducing contaminated urine cultures will also reduce waste of laboratory resources and decrease costs for patients and healthcare institutions. The proposed research is also relevant to the National Action Plan for Combating Antibiotic-Resistant Bacteria because it will improve accuracy of a diagnostic test commonly used to detect resistant bacteria.",N/A,N/A,N/A,2026-07-30,N/A,N/A,N/A,2023-08-01,2028-05-31,Agency for Healthcare Research and Quality,93.226,"RESEARCH ON HEALTHCARE COSTS, QUALITY AND OUTCOMES",PA-22-047,N/A,N/A,N/A,FALSE,BAYLOR COLLEGE OF MEDICINE,TX,HOUSTON,TX-09,"Private, R1",SCHOOLS OF MEDICINE,https://reporter.nih.gov/project-details/11087571,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R01HS029489&arg_ProgOfficeCode=7,https://www.usaspending.gov/award/ASST_NON_R01HS029489_075/
HS029513,R01,R01HS029513,5R01HS029513-03,Disrupted,Renewal overdue,Evaluating diagnostic decision support systems for patients requiring urgent primary or emergency care or with stroke,"Medical diagnosis is a critical component of effective health care but misdiagnosis, delayed diagnosis and incorrect triage is common especially in urgent or emergency care settings, and a major contributor to adverse clinical events. While improvements in health care are important in addressing misdiagnosis, patients have a key role by recognizing potentially serious symptoms and seeking care in a timely manner. These concerns are of particular importance for patients requiring urgent or emergency care with potentially life-threatening diseases, such as transient ischemic attacks (TIA), stroke or myocardial infarction. They often fail to recognize the seriousness of their symptoms and may fail to seek care promptly, resulting in missed treatments and poorer outcomes. Patients with stroke typically must be treated within 4 hours to achieve a good response, and public education campaigns have not significantly helped. Smartphone apps for medical diagnosis termed Symptom Checkers (SCs) are widely available to patients in the US and worldwide. They have been shown to be usable by patients, and can affect patient decision making and care seeking behavior. Evidence from our work and others has shown that, if used correctly, SCs can achieve accuracy of diagnosis and triage close to that of physicians (relying on symptom data). However, most studies are based on case summaries created by physicians, SC apps are not used by patients, and lack evidence on the effects of patient characteristics, or SCs influence on patient decision making.  To address these gaps we will evaluate the safety, usability, diagnostic and triage accuracy of a leading symptom checker in use by patients in an emergency department or urgent primary care, and the effect of SC outputs on patients’ decisions to seek care. In aim 1 we will recruit 700 patients to use a SC app from Ada Health when they are seen in urgent primary care or the emergency department at Rhode Island Hospital (RIH), including those with possible symptoms of TIA or stroke. This builds on our previous studies of the Ada SC with 241 patients recruited in these locations. The level of urgency of care they intend to seek will be assessed before and after use of Ada, along with a questionnaire on app usability. Diagnostic and triage accuracy will compared to the assessment of the physician who saw the patient, and the Ada results both compared with, and critiqued by, independent physicians viewing the symptom data collected by Ada. We will also evaluate the effects of different presentations of diagnosis and triage data on patient decision making.  In aim 2 we will utilize 2 unique data sets of 2300 patients with possible TIA or stroke seen in the ED at RIH, and use machine learning techniques to create new algorithms to improve early diagnosis and risk stratification. Performance will be compared with existing algorithms and guidelines on accurate diagnosis and effective management of these conditions. We will also analyze a data set of 158,000 patients with possible TIA or stroke who used the Ada app in a community setting, and evaluate the influence of patient characteristics, including age, sex, race, ethnicity, country, and socioeconomic group on their symptoms, comparing this to the RIH data set results. The results of these studies will improve our understanding of symptom checker safety, ability to recognize high risk patients and direct them to seek care, and the potential impact on health service use, for a broad range of patients including those with TIA or stroke.","Project Narrative Symptom checker apps have the potential to improve early recognition of important diseases, improving patients’ own diagnoses and decisions to seek care, but lack evidence of safety and performance. This proposal will rigorously evaluate clinical use, diagnostic and triage accuracy, and effect on patients’ care seeking decisions of a leading symptom checker in emergency and urgent primary care settings, including stroke patients. It will also utilize three unique data sets on TIA and stroke patients to evaluate effects of patient characteristics on stroke diagnosis by symptom checkers, and create new diagnostic and triage algorithms.",N/A,N/A,N/A,2026-07-30,N/A,N/A,N/A,2023-07-01,2028-05-31,Agency for Healthcare Research and Quality,93.226,"RESEARCH ON HEALTHCARE COSTS, QUALITY AND OUTCOMES",PA-18-795,N/A,N/A,N/A,FALSE,BROWN UNIVERSITY,RI,PROVIDENCE,RI-01,"Private, R1",SCHOOLS OF MEDICINE,https://reporter.nih.gov/project-details/11087635,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R01HS029513&arg_ProgOfficeCode=7,https://www.usaspending.gov/award/ASST_NON_R01HS029513_075/
HS029664,R01,R01HS029664,5R01HS029664-02,Disrupted,Renewal overdue,Medicare Advantage versus Traditional Medicare for Dual Eligible Beneficiaries,"Project Summary/Abstract Dual-eligible Medicare and Medicaid beneficiaries (“duals”) frequently have complex clinical and social needs. Compared with non-duals, dual beneficiaries are poorer, more likely to qualify for Medicare due to disability, and be racial and ethnic minorities. Structuring health benefits to meet the needs of duals is challenging due to fragmented financing and poor coordination between the two programs. Private Medicare Advantage plans could be a potentially promising vehicle for better integrating Medicare and Medicaid benefits. Duals are increasingly enrolling in MA plans with over half (56%) of 12 million duals enrolled in MA in 2022. The relative value of MA vs. Traditional Medicare (TM) remains uncertain, however, and evidence on differences in care patterns and outcomes for duals in MA vs. TM is extremely limited. Moreover, because of potential differential selection into MA, estimating causal effects of MA vs. TM on outcomes is challenging. This study will examine longitudinal enrollment patterns among Medicaid beneficiaries as they qualify for Medicare, and assess beneficiary-, county-, and state-level predictors of enrollment in MA vs. TM and enrollment continuity (Aim 1). To assess the effects of MA vs. TM on utilization and outcomes, we will compare Medicaid utilization and spending for duals in MA vs. TM, including long-term services and supports (LTSS) and Medicaid-covered behavioral health services (Aim 2), and Medicare utilization and spending (e.g., prescription drug adherence, hospitalizations, post-acute care, and mortality, Aim 3). We will use individual-level Medicaid and Medicare enrollment, claims, and managed care encounter data, 2019-2026, linked with detailed information on countylevel MA plan offerings and state-level policies to accomplish these aims. To estimate the effects of MA enrollment and address potential selection bias in Aims 2 and 3, we will leverage a natural experiment created by recent policies that permit automatic enrollment of Medicaid managed care enrollees in MA plans when they qualify for Medicare. Across all aims, we will assess variation in MA effects for dual beneficiaries who qualify for Medicare due to disability (<65 years old) vs. age (65+ years old) since disabled beneficiaries are more likely to use LTSS and behavioral health benefits covered by Medicaid. We will also assess variation in MA effects by plan features (e.g., level of integration, supplemental benefit offerings). This study supports AHRQ’s research priority of examining innovative market approaches to care delivery and financing with a focus on priority populations (e.g., low-income populations, persons with disabilities, and racial and ethnic minorities). Findings from this study will provide critically needed evidence to inform ongoing state and federal policy changes to improve care and outcomes for duals in the context of rapidly increasing MA enrollment.","Project Narrative Identifying approaches for coordinating health benefits for individuals who are dually eligible for Medicare and Medicaid is challenging. Many dual-eligible beneficiaries are enrolling in private Medicare Advantage plans, which differ from Traditional Medicare in their payment incentives, provider networks, care management, and the availability of supplemental benefits. This study will investigate enrollment patterns in Medicare Advantage versus Traditional Medicare for dual eligible beneficiaries entering Medicare and compare use, spending, and health outcomes across these groups to inform federal and state policies.",N/A,N/A,N/A,2026-07-30,N/A,N/A,N/A,2024-08-01,2029-05-31,Agency for Healthcare Research and Quality,93.226,"RESEARCH ON HEALTHCARE COSTS, QUALITY AND OUTCOMES",PA-18-795,N/A,N/A,N/A,FALSE,MASSACHUSETTS GENERAL HOSPITAL,MA,BOSTON,MA-08,N/A,Independent Hospitals,https://reporter.nih.gov/project-details/11145699,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R01HS029664&arg_ProgOfficeCode=7,https://www.usaspending.gov/award/ASST_NON_R01HS029664_075/
HS000011,T32,T32HS000011,5T32HS000011-39,Disrupted,Terminated,National Research Service Award,"ABSTRACT Over the past 37 years, Brown University's AHRQ-supported Institutional T32 Training Program has developed over 70 interdisciplinary and highly productive pre and post-doctoral health services researchers. Nearly all former trainees are employed in faculty, government or private sector research positions. Our last two awards provided support for pre-doctoral trainees in health services research, and we capitalized on that opportunity to successfully recruit talented students who have now become promising health services researchers. We attribute our success in both pre- and post-doctoral training to: 1) attracting and recruiting high quality, diverse applicants; 2) an individualized training experience to meet trainee goals; 3) a mentoring strategy consistent with multidisciplinary work; 4) an organizational culture of synergy between training and research missions; 5) an extensive research portfolio ($42 million in 2022); and 6) over 30 multidisciplinary faculty committed to pre and post-doctoral training. Major changes in health care policy and delivery system reform make it essential to have well trained researchers operating in academic, government and private sector settings who understand the factors shaping these trends and who have the skill to evaluate their impact and design alternative approaches. To address this need, our training program aims to produce health services researchers who have the leadership skills and methodologic expertise to inform policy, improve health system performance, and, promote better population health outcomes. Specific objectives of this training program are: 1) To recruit highly qualified and socio-demographically diverse post- and pre-doctoral trainees; 2) To develop scientists experienced in the use of state-of-the-art health services research methods, with specific foci in evidencebased medicine, comparative effectiveness research, chronic disease and aging, etc.; 3) To develop scientists skilled in the communication of scientific knowledge who are able to work in multidisciplinary teams in academia, government and the private sector; 4) To provide didactic as well as ""hands on"" supervised experience in research by matching trainees with externally funded research teams; and, 5) To develop scientists equipped with the leadership skills to improve health care delivery and influence health policy.","Project Narrative Our training program aims to produce health services researchers who have the leadership skills and methodologic expertise to inform policy, improve health system performance, and promote better population health outcomes.",5579505.09,1237839.5699999998,4341665.52,2025-08-29,AHRQ Source,N/A,N/A,1986-09-30,2028-06-30,Agency for Healthcare Research and Quality,93.225,NATIONAL RESEARCH SERVICE AWARDS HEALTH SERVICES RESEARCH TRAINING,RFA-HS-22-010,N/A,N/A,N/A,FALSE,BROWN UNIVERSITY,RI,PROVIDENCE,RI-01,"Private, R1",SCHOOLS OF PUBLIC HEALTH,https://reporter.nih.gov/project-details/10876304,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=T32HS000011&arg_ProgOfficeCode=7,https://www.usaspending.gov/award/ASST_NON_T32HS000011_075/
HS000029,T32,T32HS000029,5T32HS000029-38,Disrupted,Terminated,Training in Health Services Research,"Building on our success over the last five decades, our plans to train the next generation of health services researchers builds on the recognition that science and context must continually evolve so that new researchers are prepared to provide the evidence needed to inform future decisions of organizations, practitioners, policy makers, communities, and patients to result in better health. The Johns Hopkins pre-doctoral AHRQ NRSA training program aims to prepare PhD-level health services researchers in three intersecting updated high priority areas: 1) Understanding how the Financing and Organization of Healthcare Services Affect Efficiency, Quality, and Equity of Care addresses how our healthcare system’s public and private financing mechanisms and organizational structure affect health; 2) Advancing Patient Safety, Quality and Patient-Centered Outcomes addresses traditional and evolving areas with the rise in person-centered care, value based purchasing, health information technology and emerging data sources, and the importance of diagnostic excellence; and 3) Promoting Health Equity for Historically Marginalized and Vulnerable Populations is designed to improve our focus on populations underserved by lack of access to quality health and social services and vulnerable groups with complex care needs that often lead to poorer quality of care and outcomes. Our pre-doctoral training builds on a common core of course work emphasizing rigorous skills including study design, statistical analysis, measurement, data/health information technology use, evaluation, and policy analysis. We base our training on a detailed set of core competencies and learning objectives developed in accordance with the 2005 AHRQ sponsored national “HSR core competencies” conference hosted by our Department and updated in 2012 and 2018. To address transformational factors and emerging problems in the U.S. health care system, we will increase our emphasis on changing financing and systems, health information technology, and promoting health equity. Trainees will gain exposure and research experience through coursework, seminars, individual involvement in faculty research, and practica. AHRQ will support three years of training for 3-4 new pre-doctoral students per year. Our program offers personalized small group and one-on-one support and guidance by experienced mentors to ensure a coordinated, successful training program experience for each trainee. Our training program is well integrated with Department, School and University active research programs and benefits from a large and diverse faculty with great breadth and depth in our priority areas and the extensive opportunities in research and policy in the Washington, DC area.","Public Health Relevance The U.S. health system continues to experience multiple pressures and dramatic transformations in the organization and delivery of care. There is great need for well-trained researchers to help assure the quality and safety of care that is delivered, to determine how it should be organized and paid for, and to assure equitable access and outcomes. The proposed training program at Johns Hopkins will prepare multidisciplinary PhD researchers to meet these needs.",7691661.92,1859431.77,5832230.15,2025-08-29,AHRQ Source,N/A,N/A,1987-09-30,2028-06-30,Agency for Healthcare Research and Quality,93.225,NATIONAL RESEARCH SERVICE AWARDS HEALTH SERVICES RESEARCH TRAINING,RFA-HS-22-010,N/A,N/A,N/A,FALSE,JOHNS HOPKINS UNIVERSITY,MD,BALTIMORE,MD-07,"Private, R1",SCHOOLS OF PUBLIC HEALTH,https://reporter.nih.gov/project-details/10869981,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=T32HS000029&arg_ProgOfficeCode=7,https://www.usaspending.gov/award/ASST_NON_T32HS000029_075/
